reference,2502171179,2503982036,2509276000,2509276001,2509276002,2509601031,2509601041,2509601046,2510065008,2510065011,2510065028,2515154130,2517093012,2519899636,2523231023,2551306140,2556921603,2561511149,2563366763,2574179776,2574179777,2588254304,2616644818,2616645036,2619619006,2619619007,2619619009,2619619092,2622736501,2675903221,2675903232,2681813549,2695420972,2695420979,2716884990,2718217747,2718217812,2718217850,2718217928,2718217948,2718218091,2718218442,2721755529,2724679732,2728369621,2731957717,2770939501,2772190739,2791354970,2841412109,2910277695,2911654447,2911658885,2911672189,2911680932,2911685121,2911689423,2911706278,2911728605,2911948674,2915080438,2917530833,2920755722,2920780691,2920829172,2920833842,2920838192,2923862544,2923875786,2923884989,2923893812,649633031,BLIH01.fasta,BLII01.fasta,BLIK01.fasta,GCF_000016425.1_ASM1642v1_genomic,GCF_000018265.1_ASM1826v1_genomic,GCF_000020585.3_ASM2058v3_genomic,GCF_000161795.2_ASM16179v2_genomic,GCF_000264455.2_ASM26445v2_genomic,GCF_000429125.1_ASM42912v1_genomic,GCF_000723205.1_FAGA1_genomic,GCF_000817775.2_ASM81777v2_genomic,GCF_001310225.1_ASM131022v1_genomic,GCF_001767235.1_ASM176723v1_genomic,GCF_001877055.1_ASM187705v1_genomic,GCF_002776575.1_ASM277657v1_genomic,GCF_003054475.1_ASM305447v1_genomic,GCF_003352105.1_ASM335210v1_genomic,GCF_003612775.1_ASM361277v1_genomic,GCF_006385555.1_ASM638555v1_genomic,GCF_008121535.1_ASM812153v1_genomic,GCF_008824145.1_ASM882414v1_genomic,GCF_009176705.1_ASM917670v1_genomic,GCF_009938185.1_ASM993818v1_genomic,GCF_009938225.1_ASM993822v1_genomic,GCF_014023275.1_ASM1402327v1_genomic,GCF_014279975.1_ASM1427997v1_genomic,GCF_014280235.1_ASM1428023v1_genomic,GCF_016803985.1_ASM1680398v1_genomic,GCF_018141105.1_ASM1814110v1_genomic,GCF_018282095.1_ASM1828209v1_genomic,GCF_900141855.1_IMG-taxon_2622736519_genomic,JABTEL01.fasta,JACNMJ01.fasta,JAEPJQ01.fasta,JAFLND01.fasta,JAGJEC01.fasta,LCTZ01.fasta,LQZQ01.fasta,MSMP01.fasta,QFFG01.fasta,QFRI01.fasta,QFZQ01.fasta,RBCJ01.fasta,SZQF01.fasta,VATY01.fasta,VDCS01.fasta,VEVQ02.fasta,VKDC01.fasta,VLNR01.fasta,VTZU01.fasta,WOWS01.fasta,WUDS01.fasta,
2721755529,86.13538461538464,nan,nan,nan,nan,nan,80.22000000000001,nan,nan,nan,86.56274999999998,88.41000000000001,83.76566666666669,83.76499999999999,83.9,83.33,80.83,nan,nan,84.81142857142856,80.93,nan,84.04,nan,83.78000000000002,nan,85.08,80.39,86.58333333333333,85.11000000000001,85.145,81.86,nan,nan,nan,83.56701388888887,85.47315384615379,86.45227272727271,85.0604347826087,83.39000000000003,84.35166666666666,84.76125000000002,96.89442348008386,nan,82.81,82.96666666666667,84.92,nan,81.0575,86.56274999999998,80.85,86.50999999999999,86.64727272727272,86.287,87.01200000000001,86.71199999999999,85.83153846153846,86.90333333333335,85.85454545454546,83.3404166666667,nan,nan,85.94166666666666,86.50999999999999,85.81666666666665,86.46909090909092,86.96400000000001,86.50727272727272,86.37899999999999,86.655,86.86000000000003,83.13000000000002,83.38,nan,82.8,82.82,82.82,83.523,nan,83.78300000000002,81.49,81.09000000000002,nan,80.74,nan,81.875,83.37249999999999,nan,86.62296296296297,82.81000000000002,83.3404166666667,85.94,83.62,82.66499999999995,83.34500000000006,83.4338888888889,nan,nan,nan,83.14000000000003,80.18333333333334,89.03707317073174,80.69,nan,81.59,84.38,80.45,80.98,80.77,80.76,nan,nan,80.93,79.69333333333333,79.61,nan,81.18,84.64999999999999,81.59,79.73,nan,nan,81.34,81.21,
2724679732,nan,nan,91.58999999999999,85.36777777777779,87.485,nan,nan,nan,nan,nan,nan,82.23,nan,81.13,nan,nan,nan,82.51,86.23339002267575,82.58,nan,nan,81.5,nan,82.43,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,81.45,80.07,80.055,nan,nan,nan,nan,96.5170766850337,79.84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,82.79999999999998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,79.64,nan,nan,nan,82.79999999999998,nan,nan,82.77999999999999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
2728369621,84.92,82.225,nan,nan,85.89,81.36,81.92,nan,83.16,82.63,85.00999999999999,82.34,85.57,87.73,nan,nan,nan,nan,nan,83.575,nan,87.7625,80.51,nan,80.7,nan,nan,nan,85.705,83.69,83.55,nan,nan,nan,83.17,82.03,82.91,83.19,82.495,84.3525,84.58,84.36,82.81,79.84,97.23180303030301,86.186,81.96,80.99,nan,85.00999999999999,nan,85.31,85.31,85.525,85.42,85.475,85.525,85.4,85.525,85.10524999999998,81.99,82.94,85.31,85.31,85.31,85.39500000000001,85.39500000000001,85.31,85.31,85.4,85.4,nan,86.2795,83.86681818181819,85.06712121212121,82.04,82.15,86.15422222222223,82.28,84.60499999999999,nan,nan,85.38,nan,81.11,81.464,82.97,82.33000000000001,83.10333333333332,82.04,85.10524999999998,82.44,82.35,88.30294969654527,84.40295833333333,83.7132380952381,81.58333333333333,81.99,81.27,81.77285714285715,82.96,84.25,80.7,81.99,81.58,nan,81.0,79.48,80.37,80.69,81.95,81.27,nan,82.75,78.89,81.52,nan,85.42,nan,80.79,81.57,80.99,nan,nan,
2731957717,83.21000000000001,82.045,nan,nan,nan,80.14,80.0,nan,80.91,80.25,83.46000000000001,83.03,86.3655,87.9,nan,nan,nan,nan,nan,84.445,nan,84.33357142857143,82.86,nan,82.99000000000001,nan,nan,nan,83.605,81.94,81.86,nan,nan,nan,81.92,85.51749999999998,82.86,84.17,83.27,83.59875,83.895,84.26,82.96000000000001,nan,86.18599999999999,98.41385865017843,81.43,81.27,nan,83.46000000000001,nan,84.435,84.435,84.565,82.725,84.515,84.565,84.575,84.565,85.9051984126984,82.16,83.445,84.435,84.435,84.435,82.78,82.78,84.435,84.435,84.575,84.575,nan,86.2325,85.68333333333334,86.38083333333333,83.2,83.33,88.46333333333332,80.14,83.005,nan,nan,80.37,nan,80.09,81.66,83.37,84.94,82.59833333333333,83.11,85.9051984126984,80.23400000000001,82.92600000000002,87.155,85.33260416666667,85.745,81.17,81.47,80.39,82.73857142857143,83.65,84.14000000000001,80.82,81.68,82.06,nan,79.88,81.74,83.02,80.6,82.04,81.45,nan,80.265,82.37,81.58,82.8,85.71,nan,80.37,82.22,81.84,nan,nan,
2770939501,83.58,84.26375,nan,nan,nan,84.73166666666667,82.19,85.34333333333332,84.25499999999998,84.38,83.58,nan,83.634,86.29,81.95,82.19,84.11,nan,nan,85.09,84.585,nan,90.73749999999998,nan,88.82666666666667,89.36,89.09,82.33,83.33,90.05893055555555,90.32330303030302,81.09,nan,nan,85.83,82.89,84.79,81.89,82.795,83.17,85.52,84.75,84.92,nan,81.96,81.43,94.7819651288447,84.15,82.7475,83.58,82.33,84.98,84.98,84.25,84.62,84.25,84.25,84.98,84.25,82.5175,82.26,86.78,84.98,84.98,84.98,84.25,84.25,84.98,84.98,84.98,84.98,84.17499999999998,nan,nan,82.66,85.795,85.825,83.41799999999999,85.215,84.12,85.17500000000001,82.14750000000001,86.51,85.42,84.755,82.955,83.59,84.70500000000001,83.52,85.60500000000002,82.5175,84.104,84.689,81.32,nan,nan,84.23833333333333,85.35,84.955,85.29571428571428,83.725,84.79500000000002,nan,81.88,85.005,82.4,nan,85.12,86.21,85.33,81.96,84.23,86.01,84.75,nan,82.17,84.83,86.56,85.84,87.5,nan,nan,82.34,86.47,
2772190739,nan,82.995,nan,nan,nan,81.01,84.145,83.97999999999999,84.17,nan,nan,nan,nan,81.16,89.27666666666666,87.01214285714286,84.895,88.26,nan,81.02,85.81833333333333,nan,83.23333333333333,nan,81.16499999999999,85.74,84.765,91.86,nan,84.195,84.285,88.69614285714285,nan,nan,82.82666666666667,nan,79.77,nan,nan,nan,nan,nan,80.0,nan,80.99,81.26,84.15,97.17362258687257,88.0694114010989,nan,86.843,nan,nan,nan,nan,nan,nan,nan,nan,81.3325,88.57,87.04500000000002,nan,nan,nan,nan,nan,nan,nan,nan,nan,87.83674242424243,84.47515873015874,84.51059523809525,89.648,84.89,81.43,80.472,82.15,nan,88.21444444444444,85.3722619047619,84.26,87.81486111111111,83.82,85.63,nan,84.62,nan,81.43,81.3325,84.99799999999999,nan,80.62,80.77,80.86833333333333,83.91000000000001,82.88,82.42,82.57000000000001,81.8,80.24,88.57000000000001,87.01409641495042,89.7938137755102,85.22833333333334,88.07,93.05499999999999,87.41999999999999,90.03,84.68946428571428,87.21181172238876,87.22809307359307,85.68333333333332,89.50333333333333,87.23274999999998,84.65,87.77437878787879,86.27962121212123,84.96666666666667,85.51133333333333,86.09,85.6355839160839,86.92595238095235,
2791354970,80.41499999999999,81.3725,nan,nan,nan,82.14999999999999,83.895,80.475,81.30999999999999,nan,79.97,nan,81.50450000000002,nan,89.51500000000001,87.30235294117648,90.21235294117646,83.6,nan,nan,88.91545454545458,nan,83.04416666666667,nan,82.20125,83.87,84.65,89.4642857142857,82.5,80.7925,80.7925,91.30666666666669,nan,nan,87.80588235294118,83.52999999999999,81.1325,nan,81.7075,nan,nan,nan,81.0575,nan,nan,nan,82.7575,92.2891071428572,96.85824675324673,79.97,86.61928571428572,82.75,82.75,82.47,80.055,82.47,82.47,84.58,82.47,nan,88.61961538461537,86.36583333333333,82.75,82.75,82.75,80.055,80.055,82.75,82.75,84.58,84.58,89.78210526315792,87.68466666666664,87.90451612903226,89.4325,82.74,83.10000000000001,nan,81.15999999999998,nan,90.45000000000002,87.81662222222228,86.47,90.5891304347826,80.90999999999998,82.90000000000002,81.21499999999999,85.94000000000003,82.14,83.10000000000001,nan,86.57999999999998,nan,nan,nan,nan,85.35333333333334,81.74,80.64999999999999,82.83999999999996,82.42,80.56750000000002,89.61217391304348,91.07333333333334,89.64181818181818,87.62161290322582,88.18199999999999,92.15374999999999,88.03800000000003,85.27499999999999,87.22,92.00229166666666,89.32597014925372,85.27142857142856,89.70923076923077,90.63021276595748,89.61636363636364,91.24329411764708,89.76535714285716,85.07666666666665,90.18291666666666,88.84533333333334,90.63376811594208,87.4874647887324,
2841412109,91.42187742812742,nan,nan,nan,nan,nan,nan,nan,nan,nan,99.58497563352829,86.38,81.78875000000001,83.23125000000002,81.23,80.16,81.75999999999999,nan,nan,86.38,81.27,81.53,81.54,nan,83.08,nan,nan,81.115,87.75694444444443,nan,nan,82.15,nan,nan,nan,86.13359999999999,86.53333333333332,84.79405405405403,84.48526315789474,82.73500000000001,83.31500000000004,86.31,86.58025,nan,85.01624999999999,83.46375,83.58,nan,79.97000000000001,99.53694688109164,81.2,86.00180722891567,86.23972602739728,85.95420731707317,85.29086206896551,85.96180722891566,86.3685185185185,85.0611046511628,89.05000000000001,81.88333333333335,nan,nan,86.22032894736843,86.00204819277108,86.17861842105262,85.07646067415729,85.63835526315792,86.02166666666668,86.11129870129872,84.59600000000003,85.05918604651164,82.31999999999996,86.38,nan,82.27,83.30499999999998,83.135,84.27075000000005,nan,86.44627450980393,81.62,79.27,nan,79.57,nan,83.84000000000006,86.99000000000001,nan,87.60492063492062,83.25999999999999,81.88333333333335,nan,81.27999999999999,84.49625000000007,82.19956521739128,81.24083333333331,nan,nan,nan,83.38999999999994,84.68499999999996,87.55250000000002,81.60499999999999,nan,nan,80.49,81.22625,81.465,81.34500000000001,nan,nan,nan,82.08,nan,81.075,nan,82.24,83.03,nan,93.94,nan,nan,80.66,79.36,
2910277695,81.38499999999999,81.58250000000001,nan,nan,nan,79.87,83.29400000000001,81.355,81.19,nan,81.2,nan,79.88199999999999,nan,88.522,88.54199999999999,88.10204365079365,89.26,nan,nan,85.99366666666667,nan,82.96,nan,82.295,83.16,84.42,86.4250046567116,81.815,81.21,81.21,87.55154603174603,nan,nan,87.16666666666667,83.53,80.75,82.49,79.74,nan,nan,nan,80.85,nan,nan,nan,82.33,87.135,84.93875,81.2,98.14831886574075,81.56,81.56,81.645,81.645,81.56,81.645,81.56,81.645,nan,87.35,85.85,81.56,81.56,81.56,81.645,81.645,81.56,81.56,81.56,81.56,86.2503909090909,87.31625,89.83333333333333,88.88,80.58,81.03000000000002,nan,80.83,nan,89.68666666666667,88.702,91.96,89.27749999999999,80.76,86.49,79.54,79.86,82.08,81.03000000000002,nan,79.95,83.13,nan,nan,nan,80.21,81.41,81.23,83.66999999999999,82.48,82.72000000000001,88.07886813186813,87.93562499999999,88.6,87.81,84.78083333333333,86.15714285714286,84.59645833333333,87.60666666666667,85.6375,85.1438888888889,87.99916666666667,84.745,86.457,86.35499999999999,89.86886231415643,83.01777777777778,85.25111111111111,83.75333333333333,86.55208333333334,88.0975,88.63250000000001,87.20366666666666,
2911654447,85.1322784090909,nan,nan,nan,nan,nan,nan,nan,nan,nan,84.76674622252747,87.47,82.08300000000001,81.8425,81.85,82.94,82.15499999999999,nan,nan,86.27,81.99,nan,82.31,nan,82.37,nan,nan,82.03,85.96982919254658,nan,nan,82.77,nan,nan,nan,86.35500000000002,86.30999999999999,84.66444444444444,85.49799999999999,82.61500000000001,84.04,84.87,86.51181818181817,nan,85.31,84.435,84.98,nan,82.75,84.76674622252747,81.56,98.02323333333334,95.43471675269362,89.16822500304035,89.42570283031564,88.0510253014298,88.87667567331316,88.30613641280172,88.4447346251025,81.74499999999999,nan,nan,91.65514064575497,98.76197499999998,90.77680284391536,89.40572552910426,89.67470901769798,98.5641507936508,90.90655249750142,88.2113208035031,88.15010401069733,82.31,82.68,nan,82.8,82.675,82.665,82.595,nan,86.87500000000001,81.23,82.75,nan,79.62,nan,84.06000000000002,84.77666666666669,nan,84.2615404040404,82.83500000000001,81.74499999999999,nan,82.17,85.33999999999999,82.09391304347825,81.80333333333333,nan,nan,nan,83.42499999999998,82.93499999999999,86.41421052631576,81.66999999999999,nan,nan,80.33,82.81,82.08,81.815,nan,nan,nan,79.73,nan,81.78,nan,82.87,84.405,nan,93.85,nan,nan,80.48,80.16,
2911658885,86.60282539682541,nan,nan,nan,nan,nan,nan,nan,nan,nan,86.30188737373737,87.47,82.083,81.4125,81.85,82.94,82.155,nan,nan,86.27,81.99,nan,82.31,nan,82.37,nan,nan,82.02999999999999,86.95544871794871,nan,nan,82.77,nan,nan,nan,84.3675,84.10208333333334,84.44222222222221,85.0875,81.6275,84.04,85.155,85.44555555555554,nan,85.32,84.435,84.98,nan,82.75,86.30188737373737,81.56,96.3237822674936,98.96858024691358,87.88115629099488,88.92475346320347,87.22650706324768,87.27730910412168,88.63682223646983,87.24685038804697,81.74500000000002,nan,nan,91.250871208407,96.53623078120138,91.00967468816239,88.69560630543012,88.17946822988456,96.31985146080828,91.04197173376967,88.03482981088116,88.61804648405234,82.31,82.68,nan,82.8,82.675,82.66499999999998,82.60300000000001,nan,86.87499999999999,81.23,82.75,nan,79.62,nan,84.05999999999999,84.77666666666667,nan,84.70200000000001,82.835,81.74500000000002,nan,82.17,85.33999999999997,82.09391304347825,81.80333333333334,nan,nan,nan,83.42499999999997,82.93500000000002,87.19000000000003,81.66999999999999,nan,nan,80.33,82.81,82.08,81.815,nan,nan,nan,79.73,nan,81.78,nan,82.87,84.405,nan,93.85,nan,nan,80.48,80.16,
2911672189,85.49497321428571,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.43033123249297,86.31,82.095,83.845,81.85,82.94,82.25,nan,nan,85.84,82.07000000000001,nan,82.67,nan,83.09,nan,nan,82.125,87.07503030303029,nan,nan,82.77,nan,nan,nan,85.57916666666665,85.235,85.75,84.297,82.655,83.405,85.14,83.435,nan,85.53,84.565,84.25,nan,82.47,85.43033123249297,81.645,88.1564842230868,87.84241614424182,99.3791167434716,87.59115477962332,96.25574844563333,98.29135790598293,87.7919778235121,97.41743573563028,81.88458333333334,nan,nan,87.96090288788942,88.07267533753605,87.80484649962102,87.5879280936912,88.29982026802871,88.1604522718904,88.25561812663305,87.78071884325946,87.80201915997036,81.42,82.7,nan,82.82,83.13000000000001,83.115,82.409,nan,84.44500000000001,79.68,82.47,nan,79.4,nan,82.095,85.25,nan,85.0147061965812,82.925,81.88458333333334,nan,82.35,85.08500000000001,82.19913043478259,81.85583333333334,nan,nan,nan,82.245,83.21,87.05333333333331,79.06,nan,nan,80.33,81.84,82.155,79.14,nan,nan,nan,79.67,nan,79.29,nan,82.87,84.26499999999999,nan,93.85,nan,nan,80.43,79.95,
2911680932,85.77735294117647,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.8352683720547,87.4,82.10800000000002,83.82,81.85,82.94,82.25,nan,nan,85.47,82.07,nan,82.69,nan,83.14,nan,nan,82.125,85.68706410256411,nan,nan,82.77,nan,nan,nan,86.21666666666665,83.16388888888889,84.57333333333332,85.51,82.685,83.96000000000001,85.23,86.60333333333335,nan,85.42,82.725,84.62,nan,80.055,85.8352683720547,81.645,87.45731952475512,87.43262146160161,86.32405800781159,98.84170666666667,85.9222452943278,86.19758899822469,86.8182447594029,85.97899586093831,81.61500000000001,nan,nan,86.7192923728745,86.8257942527881,87.27332125484686,97.00662295367471,97.10635858007736,87.44139095332655,86.81680642996929,86.60328021627573,86.6676915659791,82.21,82.93,nan,83.06,83.13,83.115,82.326,nan,87.11500000000001,81.23,80.34,nan,79.51,nan,81.915,84.61333333333333,nan,84.00782029478458,82.925,81.61500000000001,nan,82.35,85.05499999999998,82.00478260869566,81.87416666666668,nan,nan,nan,82.28,82.955,86.79000000000002,81.74499999999999,nan,nan,80.33,81.85499999999999,82.155,79.25,nan,nan,nan,79.73,nan,81.85499999999999,nan,82.87,83.63499999999999,nan,93.89,nan,nan,80.48,80.05,
2911685121,85.095624421631,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.35754884004884,86.31,82.054,83.795,81.85,82.94,82.15499999999999,nan,nan,85.84,81.99,nan,82.67,nan,83.09,nan,nan,82.03,87.375625,nan,nan,82.77,nan,nan,nan,86.385,84.99545454545454,85.47,84.57833333333333,82.60499999999999,83.32000000000001,85.14,86.71199999999999,nan,85.475,84.515,84.25,nan,82.47,85.35754884004884,81.56,86.34235694817009,86.13718054543577,96.0409943102241,86.05780828284948,99.5076,96.54598908125125,85.97753568659058,97.17259937032664,81.85124999999998,nan,nan,86.28424886527299,86.15735208075773,86.52969105688145,86.5910437635661,86.65411936216454,86.21163186987938,85.96716174910323,86.09164636251073,86.01633759337813,81.42,82.57,nan,82.7,83.03999999999998,83.02999999999999,82.35199999999998,nan,82.23,79.59,82.47,nan,79.4,nan,84.24000000000002,85.215,nan,84.21890714285715,82.83500000000001,81.85124999999998,nan,82.17,85.03500000000003,82.14565217391306,81.80583333333333,nan,nan,nan,82.18999999999998,83.12499999999999,87.00333333333334,78.97,nan,nan,80.33,82.81,82.08,81.765,nan,nan,nan,79.67,nan,79.2,nan,82.87,84.26499999999999,nan,93.85,nan,nan,80.43,79.95,
2911689423,85.1050445052024,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.95274463771523,86.31,82.139,83.845,81.85,82.94,82.25,nan,nan,85.84,82.07,nan,82.67,nan,83.09,nan,nan,82.125,86.52086111111112,nan,nan,82.77,nan,nan,nan,85.71083333333334,85.29166666666666,84.91333333333336,82.52749999999999,82.655,83.405,84.945,84.03291666666667,nan,85.525,84.565,84.25,nan,82.47,85.95274463771523,81.645,87.41225143885393,87.05898580697145,98.29865978835979,86.92742640099691,96.24416314002092,99.57339277121558,86.85890651990678,97.49548962148963,81.9308333333333,nan,nan,86.7277980973923,87.47514559528705,86.29189584962283,86.95332249062075,87.58454926939619,87.38259366511096,87.43085479221936,86.853891847068,87.27211994509575,81.42,82.7,nan,82.82,83.13,83.115,82.402,nan,86.65555555555555,79.68,82.47,nan,79.4,nan,82.09500000000001,84.75999999999999,nan,83.76143571428571,82.925,81.9308333333333,nan,82.35,85.08500000000002,82.19913043478263,81.85583333333334,nan,nan,nan,82.245,83.21,82.55333333333334,79.06,nan,nan,80.33,81.85499999999999,82.155,79.16,nan,nan,nan,79.67,nan,79.29,nan,82.87,84.26499999999999,nan,93.85,nan,nan,80.43,79.95,
2911706278,86.11921709204775,nan,nan,nan,nan,nan,nan,nan,nan,nan,86.11992124542122,86.37,82.34200000000001,83.70500000000001,81.85,83.0,82.15499999999999,nan,nan,86.27,81.99,nan,82.31,nan,82.37,nan,nan,82.03,85.38845833333333,nan,nan,82.77,nan,nan,nan,86.33833333333332,85.48499999999999,84.37444444444445,83.695,82.86500000000001,84.14,84.87,86.90333333333335,nan,85.4,84.575,84.98,nan,84.58,86.11992124542122,81.56,87.77241718519313,87.6170747774109,86.90977613867614,87.9865172360212,86.67177312491431,86.94091653981145,98.98881944444445,86.88783419231359,81.72374999999998,nan,nan,88.88362490396818,87.80471100800521,88.89925964140026,87.87960347732079,87.67424115912954,87.7756739927662,88.63484982601648,97.70685468172776,99.19756415343915,83.49,82.93,nan,83.06,82.675,82.665,82.69500000000001,nan,86.96499999999999,82.55,84.58,nan,80.25,nan,84.06000000000002,84.97000000000001,nan,83.44414285714286,82.83500000000001,81.72374999999998,nan,82.17,85.42999999999998,81.93391304347828,81.67000000000002,nan,nan,nan,82.47999999999999,82.93499999999999,87.58333333333336,81.66999999999999,nan,nan,81.56,82.14,79.38,81.925,nan,nan,nan,80.56,nan,79.4,nan,82.87,85.27,nan,93.85,nan,nan,81.42,80.88,
2911728605,85.64775816348893,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.70697695852535,86.31,82.09499999999998,83.845,81.85,82.94,82.25,nan,nan,85.84,82.07,nan,82.67,nan,83.09,nan,nan,82.125,86.35437566137567,nan,nan,82.77,nan,nan,nan,84.2075,84.76333333333334,85.27000000000001,83.31,82.655,83.405,81.26,82.91555555555556,nan,85.525,84.565,84.25,nan,82.47,85.70697695852535,81.645,87.86158081442859,86.99611776247295,97.5136401371178,86.33020080386683,96.86508569677869,97.4876628724217,86.84707555406814,99.35308641975308,81.9308333333333,nan,nan,87.32741751784297,87.82462060023592,86.86755276294171,86.59824153381827,87.02858708989581,87.83718870544877,86.8385161312976,86.62228818884458,87.54245308704847,81.42,82.7,nan,82.82,83.13,83.115,82.402,nan,82.15666666666665,79.68,82.47,nan,79.4,nan,82.09500000000001,85.25,nan,84.62468181818181,82.925,81.9308333333333,nan,82.35,85.08500000000002,82.19913043478263,81.85583333333334,nan,nan,nan,82.245,83.21,87.09666666666669,79.06,nan,nan,80.33,81.85499999999999,82.155,79.16,nan,nan,nan,79.67,nan,79.29,nan,82.87,84.26499999999999,nan,93.85,nan,nan,80.43,79.95,
2911948674,81.78791666666666,82.17499999999997,nan,nan,87.79999999999998,82.70250000000001,79.89000000000001,nan,86.4575,81.77874999999999,81.88333333333337,81.86125,86.4745833333333,87.47187499999998,nan,nan,nan,nan,nan,83.51500000000001,nan,89.45833333333331,82.78687500000002,nan,83.11125,nan,nan,nan,81.40083333333335,82.0075,82.22625,nan,nan,nan,81.33,86.78416666666664,82.47666666666667,82.71875000000001,87.29374999999999,83.95291666666664,84.45333333333335,84.09333333333329,83.33875000000003,82.79999999999998,87.61631578947367,88.19142857142859,82.5175,81.34249999999999,nan,81.88333333333337,nan,81.745,81.745,81.88458333333332,81.615,81.85124999999998,81.93083333333331,81.72374999999998,81.93083333333331,93.95673306772913,82.19125000000001,83.73375,81.65791666666667,81.745,81.65791666666667,81.72833333333331,81.72833333333331,81.745,81.65791666666667,81.77,81.77,nan,86.96181818181822,85.55000000000001,86.89583333333334,82.53374999999998,82.66375000000004,88.5713580246914,81.47875,82.81687499999995,nan,nan,84.2975,nan,85.78874999999996,81.11624999999995,82.77437500000003,85.09750000000004,82.25555555555553,82.22375,93.95673306772913,85.35399999999998,82.65624999999997,88.5308163265306,89.2718041237113,90.55945945945943,85.21833333333332,81.36875000000002,81.15875000000004,82.43267857142861,83.51250000000005,86.12093750000015,80.63,82.0475,82.53875,nan,81.31,81.92500000000001,81.26499999999999,80.3825,82.11,81.7225,nan,81.8375,81.26124999999999,81.8325,83.39,86.40999999999998,nan,81.2275,82.86,82.04375,nan,nan,
2915080438,nan,83.1525,nan,nan,nan,81.28,84.11250000000001,81.8,82.58,nan,nan,nan,82.05800000000002,81.61,89.41666666666667,88.55250000000001,88.14444444444445,81.67,nan,81.95,84.88333333333333,nan,83.57666666666667,nan,82.97999999999999,84.2,85.27000000000001,84.995,nan,80.61,80.61,84.33599999999998,nan,nan,86.73,nan,nan,nan,81.83,nan,82.89,nan,nan,nan,81.99,82.15,82.26,88.32833333333333,87.52839285714286,nan,87.35,nan,nan,nan,nan,nan,nan,nan,nan,82.18375,96.61202497502497,85.41,nan,nan,nan,nan,nan,nan,nan,nan,nan,84.47425,86.294,86.813125,90.30000000000001,83.3,83.66,81.22599999999998,82.43,nan,88.3175,86.74787037037038,83.54,88.67902777777779,82.18,84.01,nan,82.58,nan,83.66,82.18375,82.664,nan,81.49,80.76749999999998,80.68666666666667,84.43666666666667,83.0,81.92,85.37,83.0,nan,89.65,85.43216066919193,86.38000657894737,86.36583333333333,86.32249999999999,87.19333333333333,88.00166666666667,84.64666666666666,84.47433333333333,89.30083333333333,87.68443877551022,85.43333333333334,85.39750000000001,84.72948922627918,90.32583333333332,87.96111111111111,89.56466666666667,84.96,85.94583333333334,87.2125,87.35878571428572,88.8550284090909,
2917530833,nan,nan,nan,nan,nan,nan,84.7,nan,nan,nan,nan,nan,83.75,82.87,85.21333333333332,85.49000000000001,84.915,89.89,nan,84.15,86.05666666666666,nan,84.81,nan,84.6,nan,85.53,84.9,nan,86.59,86.78,85.24000000000001,nan,nan,85.83500000000001,83.28,nan,nan,nan,nan,nan,nan,nan,nan,82.72583333333333,83.42,86.78,87.44833333333334,86.36583333333334,nan,85.85499999999999,nan,nan,nan,nan,nan,nan,nan,nan,83.72124999999998,85.41,98.07860382172015,nan,nan,nan,nan,nan,nan,nan,nan,nan,85.49499999999999,87.78888888888889,88.21999999999998,87.95916666666666,82.98,82.98,80.541,nan,nan,85.29666666666667,85.89999999999998,81.32,85.64,nan,86.54,nan,nan,nan,82.62,83.72124999999998,nan,80.46000000000001,83.60500000000002,83.49333333333333,83.242,nan,nan,nan,83.57000000000001,82.43,nan,85.38000000000001,84.7975,87.095,87.29333333333334,87.2875,86.88000000000001,85.275,84.77250000000001,88.00833333333333,87.92999999999999,85.85,85.75666666666666,85.715,86.11,86.17333333333333,86.12666666666667,86.38,84.25666666666667,86.73333333333333,85.6,86.945,84.7,
